county,county_name,exposure_grp_mem_county,exposure_grp_mem_high_county,bias_grp_mem_county,bias_grp_mem_high_county,Epsilon,EpsilonHigh,Rho,RhoHigh
1061,"Geneva, Alabama",0.67422998,0.80678999,0.054480001,-0.27660999,1.966346884,0.676150873,1.086921696,1.825432466
1063,"Greene, Alabama",0.39822999,0.68910998,0.089769997,-0.17380001,4.022223464,0.525681003,1.123143049,1.458503138
1065,"Hale, Alabama",0.56589001,0.88192999,0.049880002,-0.25813001,2.534255712,0.78879675,1.073214236,1.740221482
1067,"Henry, Alabama",0.66696,0.84627998,0.00963,-0.28670999,1.998680581,0.733522835,1.014588668,1.814549085
1069,"Houston, Alabama",0.65814,0.88437998,0.13393,-0.28507,2.03886711,0.792725089,1.230487651,1.979391162
1071,"Jackson, Alabama",0.57611001,0.72667003,0.03596,-0.26934999,2.471559191,0.570684777,1.052393594,1.771504584
1073,"Jefferson, Alabama",0.69424999,1.21592,0.073959999,-0.19091,1.880806667,1.550760127,1.122331164,1.515662217
1075,"Lamar, Alabama",0.74057001,0.83601999,-0.00775,-0.29565999,1.700622457,0.718242567,0.987787492,1.830155518
1077,"Lauderdale, Alabama",0.76503998,0.95378,0.090240002,-0.24738,1.614242461,0.911643823,1.160638395,1.749772432
1079,"Lawrence, Alabama",0.79585999,0.87589002,0.046670001,-0.23277,1.513004831,0.779185343,1.081310674,1.647420205
1081,"Lee, Alabama",0.78985,1.10365,0.080679998,-0.20564,1.532126353,1.231271267,1.145040724,1.576960966
1083,"Limestone, Alabama",0.80592,1.05717,0.08935,-0.21988,1.481635894,1.121273188,1.16433862,1.639656219
1085,"Lowndes, Alabama",0.46950001,0.82462001,0.095679998,-0.18246999,3.259850814,0.701577377,1.138259724,1.492449027
1087,"Macon, Alabama",0.49360999,0.80049002,0.1016,-0.17374,3.051781853,0.667347528,1.150146957,1.466856934
1089,"Madison, Alabama",0.82967001,1.15827,0.057089999,-0.19938999,1.410596955,1.376058831,1.103469287,1.537720342
1091,"Marengo, Alabama",0.60470003,0.81981999,0.089830004,-0.29104999,2.307425005,0.694656733,1.14146901,1.933359453
1093,"Marion, Alabama",0.62489003,0.7414,0.0319,-0.32357001,2.200563145,0.589067218,1.0479251,2.002608898
1095,"Marshall, Alabama",0.64173001,0.81902999,0.049830001,-0.30050001,2.116575458,0.693523106,1.077220653,1.922976894
1097,"Mobile, Alabama",0.66237003,0.97751999,0.12256,-0.22497,2.019460286,0.956028461,1.208845599,1.682544771
1099,"Monroe, Alabama",0.46961999,0.71924001,0.074139997,-0.28220001,3.258762494,0.561572828,1.104649692,1.862937543
1101,"Montgomery, Alabama",0.61398,0.97174001,0.16954,-0.19275001,2.257435096,0.945033376,1.294587258,1.589340977
1103,"Morgan, Alabama",0.71618998,0.90414,0.12783,-0.24789,1.792555126,0.825050645,1.228328897,1.794209728
1105,"Perry, Alabama",,,,,#DIV/0!,0,#DIV/0!,#DIV/0!
1107,"Pickens, Alabama",0.67219001,0.87348998,0.03613,-0.27588001,1.975349187,0.775394772,1.056460349,1.800707557
1109,"Pike, Alabama",0.70222002,0.92477,0.11594,-0.26797,1.848110198,0.860067148,1.202106593,1.870516767
1111,"Randolph, Alabama",0.53705001,0.69611001,0.025319999,-0.26907,2.724047971,0.533871734,1.035514209,1.759239538
1113,"Russell, Alabama",0.62932998,0.87514001,0.11494,-0.18391,2.177983035,0.777999056,1.189494043,1.515423905
1115,"St. Clair, Alabama",0.87893999,1.02263,0.03991,-0.21796,1.275468203,1.046307949,1.074160204,1.590283458
1117,"Shelby, Alabama",0.96401,1.23484,0.12007,-0.17712,1.074667275,1.613832401,1.263427323,1.516473863
1119,"Sumter, Alabama",0.59293002,0.89752001,0.091519997,-0.26394999,2.373079339,0.814091882,1.143190737,1.810155777
1121,"Talladega, Alabama",0.54386002,0.73736,0.08134,-0.27279001,2.677416847,0.583982766,1.121611944,1.833897648
1123,"Tallapoosa, Alabama",0.56779999,0.7676,0.13846,-0.33159,2.522367093,0.622849724,1.224427052,2.241763316
1125,"Tuscaloosa, Alabama",0.85312003,1.1058199,0.18635,-0.18065999,1.344336002,1.236685876,1.399396078,1.580143877
1127,"Walker, Alabama",0.70762998,0.84136999,0.058979999,-0.25173,1.826335877,0.72617659,1.096994929,1.729258832
1129,"Washington, Alabama",0.75979,0.88409001,-0.00543,-0.23277999,1.632306295,0.792259248,0.99129071,1.602579426
1131,"Wilcox, Alabama",0.41868001,0.73527998,0.070419997,-0.28760001,3.776917818,0.581377671,1.095811903,1.880134887
1133,"Winston, Alabama",0.58594,0.67466003,0.02396,-0.31681001,2.41331877,0.509046769,1.034720131,1.958983937
2013,"Aleutians East, Alaska",0.96170002,1.1337301,-0.058729999,-0.088100001,1.079650575,1.308749271,0.89314818,1.181031028
2016,"Aleutians West, Alaska",1.2224801,1.33129,-0.036850002,-0.088909999,0.636018451,1.990833097,0.908580242,1.184604569
2020,"Anchorage, Alaska",1.23124,1.37521,0.080090001,-0.053459998,0.624378675,2.201075561,1.226502071,1.127381016
2050,"Bethel, Alaska",0.92141002,1.0349801,0.12779,-0.09144,1.170586337,1.072496122,1.271674842,1.235054548
2060,"Bristol Bay, Alaska",,,,,#DIV/0!,0,#DIV/0!,#DIV/0!
2068,"Denali, Alaska",1.19381,1.33593,-0.076909997,-0.14034,0.675308466,2.011730691,0.822827638,1.289212643
2070,"Dillingham, Alaska",0.90935999,1.06148,0.078380004,-0.063579999,1.199349017,1.131014789,1.155955955,1.147949313
2090,"Fairbanks North Star, Alaska",1.2191,1.29199,0.05184,-0.083039999,0.640554507,1.824818858,1.140028983,1.196290428
2100,"Haines, Alaska",1.00705,1.14765,-0.02471,-0.15239,0.985998709,1.346453922,0.951429297,1.347806134
2105,"Hoonah-Angoon, Alaska",1.08933,1.14104,-0.03083,-0.11794,0.83599093,1.328397131,0.934316628,1.256385239
2110,"Juneau, Alaska",1.31199,1.3598599,0.063770004,-0.1097,0.524401863,2.124316068,1.1980018,1.277603697
2122,"Kenai Peninsula, Alaska",1.09108,1.20827,0.060249999,-0.10676,0.833046156,1.5261137,1.141074671,1.260289948
2130,"Ketchikan Gateway, Alaska",1.01255,1.09065,0.057160001,-0.15888,0.975211101,1.199373179,1.122791728,1.410497439
2150,"Kodiak Island, Alaska",1.1770101,1.2539901,0.10119,-0.12095,0.699220763,1.680929569,1.273593132,1.325064357
2158,"Wade Hampton, Alaska",0.40575001,0.60829997,0.015629999,-0.050919998,3.92914344,0.437091296,1.019919304,1.108488563
2164,"Lake and Peninsula, Alaska",,,,,#DIV/0!,0,#DIV/0!,#DIV/0!
2170,"Matanuska-Susitna, Alaska",1.19753,1.26148,0.050659999,-0.10398,0.670104298,1.708118941,1.13299784,1.251407172
2180,"Nome, Alaska",0.92347997,1.15934,0.089819998,-0.10402,1.165721039,1.379083101,1.183338483,1.258990197
2185,"North Slope, Alaska",1.15058,1.21675,-0.00126,-0.086659998,0.73825375,1.553463134,0.997037003,1.189430641
2188,"Northwest Arctic, Alaska",0.86018002,1.05399,0.065640002,-0.10657,1.325094694,1.114142557,1.123267355,1.257046801
2195,"Petersburg, Alaska",1.00675,1.1249501,-0.00898,-0.1429,0.986590514,1.285583942,0.982078877,1.32947766
2198,"Prince of Wales-Hyder, Alaska",0.86471999,1.0077,0.046999998,-0.075120002,1.312887435,1.0155195,1.086882427,1.170704016
2220,"Sitka, Alaska",1.15992,1.24051,0.00936,-0.13144,0.724256845,1.633346061,1.022494136,1.307111361
2230,"Skagway, Alaska",1.1209,1.2424999,-0.091669999,-0.17415,0.784280489,1.640263678,0.808958567,1.366689384
2240,"Southeast Fairbanks, Alaska",1.16343,1.23006,0.00195,-0.098010004,0.719054864,1.597605008,1.004671001,1.217937656
2261,"Valdez-Cordova, Alaska",1.03738,1.17248,0.0427,-0.12916,0.927933833,1.416860015,1.092673365,1.314703733
2275,"Wrangell, Alaska",0.9867,1.07986,0.00456,-0.15482999,1.026958549,1.173582281,1.009041525,1.368654774
2290,"Yukon-Koyukuk, Alaska",0.78767002,1.09562,0.11037,-0.059760001,1.539134345,1.211459785,1.20466839,1.141971665
4001,"Apache, Arizona",0.46992999,0.85628998,0.10499,-0.21145999,3.255953105,0.748695006,1.153334097,1.602214497
4003,"Cochise, Arizona",0.82208002,1.02974,0.046239998,-0.18209,1.432853191,1.061303156,1.08231764,1.472237396
4005,"Coconino, Arizona",0.94435,1.25067,0.13738,-0.13632999,1.117858845,1.669051019,1.301726901,1.38149645
4007,"Gila, Arizona",0.63678002,0.88686001,0.092759997,-0.19653,2.140802062,0.796719207,1.150003913,1.545924903
4009,"Graham, Arizona",0.80282998,1.0364,0.1123,-0.20993,1.491187487,1.075550021,1.211342918,1.622536526
4011,"Greenlee, Arizona",0.99326998,1.0771,-0.01661,-0.16005,1.01355124,1.167082024,0.967541217,1.372604655
4012,"La Paz, Arizona",0.50189,0.80952001,0.091770001,-0.16799,2.984936938,0.679994638,1.134893551,1.443122392
4013,"Maricopa, Arizona",0.92655998,1.29924,0.075560004,-0.099710003,1.158521891,1.854044181,1.152287921,1.242462246
4015,"Mohave, Arizona",0.84420002,0.97597998,0.08642,-0.18119,1.369106791,0.953086816,1.163687302,1.496784842
4017,"Navajo, Arizona",0.54644001,0.88466001,0.058529999,-0.23729999,2.660054102,0.793175191,1.085539965,1.666618662
4019,"Pima, Arizona",0.77279001,1.20204,0.089670002,-0.16774,1.588025174,1.506391298,1.160531195,1.450009783
4021,"Pinal, Arizona",0.87836999,1.1338,0.079740003,-0.13196,1.276944821,1.308935581,1.15450626,1.335407529
4023,"Santa Cruz, Arizona",0.49924001,0.71095997,0.12315,-0.27412,3.006089175,0.551542197,1.187166389,1.888777355
4025,"Yavapai, Arizona",0.87412,1.11492,0.048140001,-0.17121001,1.288015375,1.259682741,1.089840241,1.43987934
4027,"Yuma, Arizona",0.78481001,0.97207999,0.11211,-0.16638,1.548387475,0.945676687,1.207812181,1.459718982
5001,"Arkansas, Arkansas",0.63340998,0.77037001,0.05878,-0.25071001,2.157512611,0.626505547,1.091396631,1.721849447
5003,"Ashley, Arkansas",0.67333001,0.75481999,0.00332,-0.18872,1.97031169,0.606193469,1.005021684,1.466953728
5005,"Baxter, Arkansas",0.80281001,0.88753003,0.039209999,-0.19395,1.491249455,0.797801338,1.06817659,1.50593985
5007,"Benton, Arkansas",0.95883,1.26781,0.0942,-0.16072001,1.085875494,1.731531433,1.199768467,1.43800613
5009,"Boone, Arkansas",0.71893001,0.80084002,-0.01522,-0.19214,1.781911969,0.667834178,0.976594839,1.46750739
5011,"Bradley, Arkansas",0.60652,0.70997,0.040940002,-0.24347,2.297500495,0.550351542,1.061267666,1.676709725
5013,"Calhoun, Arkansas",0.78719997,0.83056998,0.00979,-0.16283999,1.540650503,0.710234872,1.016304075,1.393448708
5015,"Carroll, Arkansas",0.79491001,0.90841001,0.036490001,-0.14334001,1.51600807,0.832189758,1.062853312,1.348834078
5017,"Chicot, Arkansas",0.55620003,0.75717002,0.042300001,-0.21159001,2.595828645,0.609230572,1.061183435,1.562406145
5019,"Clark, Arkansas",0.73943001,0.87189001,0.06927,-0.15452,1.704786082,0.772876774,1.118082219,1.39563907
5021,"Clay, Arkansas",0.69178998,0.75612003,-0.024460001,-0.17914,1.891050836,0.607872181,0.963498225,1.425116664
5023,"Cleburne, Arkansas",0.80238003,0.88933998,0.0218,-0.18444,1.492584468,0.800731064,1.037216866,1.464629983
5025,"Cleveland, Arkansas",0.70081002,0.75961,-0.081560001,-0.21414,1.853840474,0.612396101,0.883912906,1.497609115
5027,"Columbia, Arkansas",0.74571002,0.85843003,0.12017,-0.20519,1.682007679,0.751973206,1.217785689,1.606657462
5029,"Conway, Arkansas",0.70839,0.80497998,0.016890001,-0.21299,1.823303547,0.673612129,1.026602727,1.552440639
5031,"Craighead, Arkansas",0.78755999,0.97508001,0.066239998,-0.18272001,1.539489087,0.951371833,1.117018568,1.486018913
5033,"Crawford, Arkansas",0.86896002,0.95169002,0.039719999,-0.17395,1.301601862,0.907832643,1.073141419,1.443392298
5035,"Crittenden, Arkansas",0.60922998,0.76472998,0.049199998,-0.20648,2.282832536,0.619079203,1.074413304,1.550436329
5037,"Cross, Arkansas",0.71679002,0.82009,0.01472,-0.24247999,1.79021742,0.695044537,1.023285223,1.652511332
5039,"Dallas, Arkansas",0.7148,0.79424,0.085000001,-0.12978999,1.79798545,0.658704883,1.144562988,1.32690555
5041,"Desha, Arkansas",0.50981998,0.69326001,0.060290001,-0.18695,2.922953353,0.53052636,1.086107841,1.489361709
5043,"Drew, Arkansas",0.82896,0.89903003,0.043389998,-0.19083001,1.412661648,0.816579974,1.077466329,1.49905509
5045,"Faulkner, Arkansas",0.93278003,1.08354,0.045419998,-0.18989,1.144128236,1.182310194,1.089168371,1.500155416
5047,"Franklin, Arkansas",0.81443,0.90644997,0.04733,-0.13371,1.455705217,0.828905807,1.083810187,1.325846753
5049,"Fulton, Arkansas",0.72602999,0.80440998,-0.01525,-0.14868,1.754707144,0.672814231,0.976418706,1.343758742
5051,"Garland, Arkansas",0.67701,0.82103997,0.044229999,-0.19972999,1.954166113,0.696410352,1.069957933,1.525796884
5053,"Grant, Arkansas",0.87474,0.92548001,-0.01064,-0.17225,1.286393671,0.861296224,0.981287912,1.410695387
5055,"Greene, Arkansas",0.83868998,0.90838999,0.020640001,-0.20101,1.38467139,0.832156156,1.036295198,1.517012307
5057,"Hempstead, Arkansas",0.64029998,0.72364998,0.060929999,-0.23334,2.12353594,0.566968284,1.095437729,1.656845298
5059,"Hot Spring, Arkansas",0.68180001,0.77166998,0.00279,-0.18973,1.933411515,0.628226916,1.004244888,1.46977394
5061,"Howard, Arkansas",0.61870003,0.72039002,0.017200001,-0.22086,2.232584295,0.562976244,1.025339925,1.578269508
5063,"Independence, Arkansas",0.7748,0.87374002,0.044890001,-0.19344001,1.581311306,0.775788926,1.076721879,1.507403697
5065,"Izard, Arkansas",0.77354002,0.85929,-0.020269999,-0.14675,1.585515873,0.753294001,0.967602222,1.336531648
5067,"Jackson, Arkansas",0.67532998,0.75849003,0.063440003,-0.17426001,1.961515199,0.610941554,1.102270382,1.453438961
5069,"Jefferson, Arkansas",0.58464998,0.69744003,0.069080003,-0.18340001,2.420850198,0.535437942,1.104859101,1.484131265
5071,"Johnson, Arkansas",0.63392001,0.79437,0.089929998,-0.16153,2.154972186,0.658883737,1.144671722,1.425013278
5073,"Lafayette, Arkansas",0.73910999,0.85106999,0.064560004,-0.1567,1.705957201,0.740750074,1.109471333,1.400115986
5075,"Lawrence, Arkansas",0.78280002,0.89495999,0.00387,-0.13614,1.554930952,0.809889218,1.006383561,1.316514397
5077,"Lee, Arkansas",0.53564,0.71617001,0.062059999,-0.1981,2.733851094,0.557838667,1.090368869,1.528192816
5079,"Lincoln, Arkansas",0.71204001,0.77693999,0.01119,-0.20362,1.808830925,0.635242738,1.017572958,1.518185262
5081,"Little River, Arkansas",0.73602998,0.79753,-0.00874,-0.19576,1.717280619,0.663243158,0.98629038,1.481874753
5083,"Logan, Arkansas",0.73598999,0.84030002,0.01382,-0.12747,1.717428263,0.724583974,1.022173351,1.296384249
5085,"Lonoke, Arkansas",0.87630999,1.01465,0.01469,-0.17174999,1.282297387,1.029735627,1.026535812,1.422557583
5087,"Madison, Arkansas",0.84167999,0.93484998,0.02287,-0.17986999,1.376200009,0.877669777,1.040412457,1.451502727
5089,"Marion, Arkansas",0.67725003,0.80950999,-0.00924,-0.18827,1.953119101,0.679980498,0.986157015,1.459188444
5091,"Miller, Arkansas",0.69591999,0.78469998,0.054310001,-0.17016,1.873893592,0.645684166,1.088075836,1.436038129
5093,"Mississippi, Arkansas",0.61001998,0.72166997,0.072489999,-0.21626,2.278581138,0.564541201,1.11245556,1.601563591
5095,"Monroe, Arkansas",0.50441998,0.66674,0.0199,-0.15648,2.964950001,0.500082505,1.027152075,1.377957376
5097,"Montgomery, Arkansas",0.70267999,0.79121,0.02526,-0.11918,1.846245842,0.654547109,1.03995098,1.277517219
5099,"Nevada, Arkansas",0.55072999,0.65063,-0.00026,-0.15162,2.631543654,0.482173162,0.999641292,1.357347153
5101,"Newton, Arkansas",0.77493,0.85867,-0.0517,-0.15706,1.580878273,0.752341566,0.919745802,1.352424914
5103,"Ouachita, Arkansas",0.58412999,0.70003998,0.065800004,-0.21033999,2.423895424,0.538508854,1.099493033,1.574461545
5105,"Perry, Arkansas",0.86091,0.95046002,0.0045,-0.16448,1.323123207,0.905596774,1.007936759,1.395899872
5107,"Phillips, Arkansas",0.47056001,0.66671002,0.065119997,-0.14779,3.250254925,0.500048774,1.091086928,1.368455889
5109,"Pike, Arkansas",0.66339999,0.77326,0.02259,-0.17111,2.01477243,0.630337317,1.034583424,1.423024584
5111,"Poinsett, Arkansas",0.60592997,0.73991001,0.035289999,-0.1454,2.300711467,0.587188229,1.052480779,1.352351268
5113,"Polk, Arkansas",0.60079002,0.69471997,-0.04022,-0.19683,2.328950105,0.532238258,0.944733245,1.470220149
5115,"Pope, Arkansas",0.81007999,0.92808998,0.048439998,-0.16982,1.468891992,0.865828253,1.08556185,1.434218308
5117,"Prairie, Arkansas",0.7428,0.86761999,-0.00591,-0.1638,1.692514809,0.766191546,0.990653393,1.389228805
5119,"Pulaski, Arkansas",0.74194002,1.10956,0.08399,-0.14883,1.695635693,1.246080589,1.145765926,1.385007492
5121,"Randolph, Arkansas",0.76065999,0.8175,0.0091,-0.18446,1.629295646,0.691331924,1.014820099,1.457247591
5123,"St. Francis, Arkansas",0.52337003,0.65391999,0.040380001,-0.23811001,2.821388091,0.485795781,1.056993503,1.654521092
5125,"Saline, Arkansas",0.94973999,1.08102,0.060230002,-0.16032,1.105839515,1.176325927,1.122046258,1.414828481
5127,"Scott, Arkansas",0.67574,0.74847001,0.054680001,-0.21705,1.959718235,0.598044007,1.087358748,1.593020769
5129,"Searcy, Arkansas",0.62172002,0.72804999,-0.0084,-0.14782,2.216882094,0.572388839,0.987912431,1.3441038
5131,"Sebastian, Arkansas",0.79482001,0.97232997,0.045990001,-0.13901,1.516292965,0.946149972,1.07999974,1.340217944
5133,"Sevier, Arkansas",0.65941,0.74101001,-0.033440001,-0.26275,2.033014361,0.588574981,0.951725806,1.683814742
5135,"Sharp, Arkansas",0.70346999,0.79082,0.064060003,-0.126,1.843049495,0.654013464,1.105581146,1.308242382
5137,"Stone, Arkansas",0.71024001,0.79911,0.01409,-0.19346,1.815949499,0.665431472,1.022161279,1.487636042
5139,"Union, Arkansas",0.75397003,0.83677,0.068800002,-0.21239001,1.65262533,0.719350429,1.118589706,1.590180849
5141,"Van Buren, Arkansas",0.60895997,0.73162001,0.023429999,-0.20404001,2.284288128,0.576814532,1.034495247,1.526184657
5143,"Washington, Arkansas",0.88769001,1.19549,0.089429997,-0.1543,1.253038761,1.485985258,1.176593224,1.41034596
5145,"White, Arkansas",0.88484001,0.99931002,0.039250001,-0.14924,1.260295621,0.998620991,1.073269309,1.368427476
5147,"Woodruff, Arkansas",0.76604998,0.86938,0.0623,-0.1381,1.610795708,0.768940935,1.107685333,1.343638132
5149,"Yell, Arkansas",0.70573002,0.84062999,0.034820002,-0.18233,1.833944913,0.72507481,1.055747526,1.464175689
6001,"Alameda, California",1.0897,1.58292,0.052530002,-0.067840002,0.835367532,3.795243119,1.121811251,1.155800685
6003,"Alpine, California",,,,,#DIV/0!,0,#DIV/0!,#DIV/0!
6005,"Amador, California",0.99852002,1.12642,0.043450002,-0.16404,1.002964347,1.289429703,1.090713067,1.417694756
6007,"Butte, California",0.85916001,1.11576,0.075659998,-0.15798,1.327855087,1.261829368,1.143496014,1.413290161
6009,"Calaveras, California",0.95861,1.12497,0.04967,-0.15589,1.0863542,1.285635921,1.100377486,1.395223662
6011,"Colusa, California",0.80445999,0.96432,0.15536,-0.21411,1.486139802,0.931098409,1.307704217,1.686246441
6013,"Contra Costa, California",1.06259,1.46793,0.1068,-0.070430003,0.882193508,2.758903904,1.255107338,1.174228534
6015,"Del Norte, California",0.69059002,0.82797003,0.12916,-0.23404001,1.896074287,0.706441005,1.226539541,1.730915426
6017,"El Dorado, California",1.13413,1.33472,0.090219997,-0.13382,0.763466269,2.006253006,1.229057082,1.357010858
6019,"Fresno, California",0.64928001,1.07557,0.093259998,-0.17387,2.080335093,1.163495343,1.152292072,1.467977947
6021,"Glenn, California",0.72228003,0.90184999,0.14271,-0.22177,1.769009133,0.821244804,1.260567929,1.695857352
6023,"Humboldt, California",0.78816998,0.95244002,0.02692,-0.15006,1.537523695,0.909198555,1.045657781,1.36410338
6025,"Imperial, California",0.85036999,0.94475001,0.065459996,-0.20333999,1.351917428,0.895285495,1.12185686,1.558969577
6027,"Inyo, California",0.88428003,1.12628,0.18206,-0.16339,1.261726978,1.289062858,1.398995392,1.508118536
6029,"Kern, California",0.71630001,1.10131,0.096919999,-0.13511001,1.792126165,1.225461505,1.167206684,1.347633588
6031,"Kings, California",0.79390001,1.00972,0.13026001,-0.22812,1.519208937,1.019630811,1.248352394,1.717107955
6033,"Lake, California",0.73504001,0.97952002,0.11292,-0.16565,1.72094032,0.959862064,1.20126177,1.455223484
6035,"Lassen, California",0.88123,0.97680998,0.083489999,-0.16495,1.269555054,0.954671137,1.162849501,1.441434464
6037,"Los Angeles, California",0.89952999,1.41041,0.18278,-0.10729,1.223383347,2.392187792,1.406482142,1.304077159
6039,"Madera, California",0.66540003,0.94951999,0.11641,-0.20479999,2.005710715,0.903891536,1.197432381,1.596256605
6041,"Marin, California",1.12514,1.59877,0.27077001,-0.081929997,0.777556571,3.984672133,1.848843203,1.275072523
6043,"Mariposa, California",0.90099001,1.1273,0.032579999,-0.17773999,1.219780439,1.291738283,1.061286435,1.451550345
6045,"Mendocino, California",0.70657003,0.95985001,0.12383,-0.2026,1.83057576,0.922799615,1.218536795,1.596814454
6047,"Merced, California",0.74434,0.92870998,0.15636,-0.19216,1.686944138,0.866908085,1.295206853,1.587191167
6049,"Modoc, California",0.67451,0.89960998,0.086300001,-0.19932,1.965115417,0.817537386,1.142515046,1.552972331
6051,"Mono, California",1.0992301,1.34043,0.12785,-0.14199001,0.819455271,2.032278606,1.325481027,1.406746901
6053,"Monterey, California",0.82450998,1.21567,0.15775999,-0.16062,1.425683192,1.549947089,1.318692653,1.47251001
6055,"Napa, California",1.15949,1.36322,0.22245,-0.14979,0.724896291,2.140802161,1.680755557,1.536660131
6057,"Nevada, California",1.1038001,1.32042,0.1132,-0.14074001,0.811922286,1.942994202,1.28486943,1.392560204
6059,"Orange, California",1.0273,1.49843,0.087679997,-0.066079997,0.946850969,2.987479315,1.197607948,1.157697804
6061,"Placer, California",1.22149,1.38623,0.03057,-0.11804,0.637344555,2.25854962,1.081011147,1.281571843
6063,"Plumas, California",0.99242002,1.13434,0.05257,-0.14202,1.01527575,1.310375898,1.110139046,1.355773963
6065,"Riverside, California",0.89844,1.18848,0.04902,-0.12571999,1.226080762,1.464511041,1.093588775,1.305161366
6067,"Sacramento, California",0.95138001,1.2808,0.078120001,-0.12785999,1.1022094,1.780867631,1.161621715,1.324595451
6069,"San Benito, California",1.24445,1.33938,0.1785,-0.10451,0.607135682,2.027459054,1.575171606,1.322166638
6071,"San Bernardino, California",0.87913001,1.17915,0.099610001,-0.13432001,1.274976371,1.436498751,1.197399949,1.351724277
6073,"San Diego, California",1.05568,1.3820699,0.10984,-0.14546999,0.894513489,2.236612038,1.261338418,1.402880091
6075,"San Francisco, California",1.41915,1.66616,-0.01584,-0.059799999,0.409294296,4.990893841,0.946309695,1.123370787
6077,"San Joaquin, California",0.87353998,1.2210701,0.16159999,-0.09663,1.28953459,1.567625148,1.342219118,1.260057771
6079,"San Luis Obispo, California",1.15088,1.3570499,0.13815001,-0.15048,0.73780064,2.110661309,1.377554947,1.451333382
6081,"San Mateo, California",1.4445699,1.63626,0.070299998,-0.055950001,0.384495136,4.498432947,1.272278322,1.136877456
